gender,age
male,47
male,39
male,47
female,35
male,57
female,30
male,45
female,36
female,45
male,38
male,40
male,40
male,40
female,47
female,38
female,47
male,38
male,69
female,36
female,37
female,40
female,35
male,47
male,46
male,55
female,57
male,45
male,40
male,69
female,39
male,37
male,58
female,37
male,39
male,40
male,59
male,46
female,45
male,39
male,27
male,35
female,37
female,58
male,47
female,29
male,49
male,58
female,39
male,40
male,35
male,35
male,35
female,29
female,77
male,78
male,45
male,36
male,47
male,20
male,50
male,39
male,39
male,55
female,29
male,36
female,46
male,36
male,58
female,39
male,68
male,39
male,39
male,35
male,48
male,75
male,49
male,37
female,36
male,35
male,27
male,55
male,36
male,38
male,70
male,46
male,58
male,49
female,12
male,27
male,35
male,68
male,20
male,39
female,45
male,30
female,37
male,55
male,39
male,47
female,29
male,36
male,38
female,46
male,36
male,36
male,40
female,55
female,66
male,36
male,59
male,40
male,56
male,40
male,47
male,38
female,30
male,48
male,39
male,37
male,45
male,35
male,37
male,25
male,46
male,35
male,38
male,39
male,37
male,48
female,38
male,39
male,35
male,48
female,68
male,45
male,20
male,57
male,30
male,50
male,46
female,28
male,27
male,40
male,55
male,45
male,36
male,39
female,36
male,27
female,40
male,39
male,49
male,38
female,67
female,55
male,35
female,65
female,49
male,37
male,29
male,39
female,28
male,26
male,39
male,66
male,37
male,45
female,36
male,29
male,40
female,20
male,35
female,18
male,20
male,45
male,37
female,27
male,25
male,29
male,39
male,20
female,20
male,28
male,37
male,35
male,37
female,39
male,20
male,46
male,36
male,30
male,49
male,18
male,20
male,37
female,45
male,30
male,47
male,19
male,48
male,40
female,25
male,39
female,37
male,36
male,36
male,27
male,35
male,30
male,26
male,26
female,29
female,37
male,48
male,39
female,25
male,37
female,27
male,39
female,29
female,67
male,28
male,75
male,35
male,46
female,69
male,68
female,37
male,46
male,59
female,40
male,26
male,36
female,29
male,36
male,46
male,36
male,48
male,59
male,38
female,25
male,20
male,37
male,37
male,29
female,26
male,35
male,39
female,28
male,35
male,40
male,55
male,55
male,28
male,20
female,38
male,25
female,30
male,28
female,28
male,35
female,30
female,37
female,25
male,39
male,40
male,26
male,48
male,28
male,29
male,46
female,45
male,39
male,30
male,28
male,56
male,36
female,29
male,37
male,29
female,47
male,25
male,40
male,35
male,79
male,28
male,28
male,46
female,38
male,26
male,39
male,26
male,60
male,30
male,28
female,35
male,50
male,29
male,28
male,36
female,68
male,36
male,37
male,30
male,39
male,49
female,26
male,35
male,35
male,18
male,37
male,46
male,58
male,47
male,55
female,38
male,26
female,36
male,37
male,30
male,36
male,95
female,67
male,30
male,39
male,49
male,49
male,38
male,49
female,30
male,26
male,39
male,27
male,28
male,40
male,30
female,28
male,28
male,45
female,27
male,56
male,38
male,37
male,46
male,49
male,45
female,38
male,109
male,38
male,45
male,40
male,26
male,38
male,35
male,28
male,40
male,57
female,27
male,28
female,35
female,97
male,39
male,48
male,28
male,50
male,38
female,46
male,48
male,39
male,40
female,40
male,40
male,28
male,38
female,38
male,50
male,37
male,47
female,49
male,35
male,29
male,38
female,45
male,35
male,35
male,39
female,27
male,50
male,36
male,39
male,56
male,111
female,35
male,60
male,47
female,27
male,39
male,37
female,28
male,55
female,35
male,37
female,25
female,39
female,30
male,30
male,29
male,29
male,36
male,35
female,36
male,30
female,36
female,28
male,30
male,38
female,56
male,47
female,47
female,38
female,28
male,30
male,30
male,47
male,25
male,36
female,40
male,37
female,29
male,38
male,30
female,25
male,30
male,39
male,45
female,35
male,35
male,50
female,36
male,59
male,55
male,37
male,58
male,35
female,50
male,29
male,45
male,39
male,55
female,40
female,36
male,46
male,48
female,28
male,37
female,25
male,35
female,30
male,30
female,28
female,36
male,40
male,28
female,37
male,39
female,30
female,27
male,47
male,46
female,25
female,35
female,30
male,45
male,59
male,36
female,37
female,35
female,30
male,50
male,35
male,46
male,59
male,66
female,38
male,47
male,40
female,40
female,27
female,29
female,39
male,37
female,29
male,47
male,35
female,40
female,35
female,29
male,35
male,36
female,26
male,39
female,30
female,35
female,29
female,40
male,40
male,29
male,50
male,57
female,38
male,36
male,57
male,85
female,35
male,37
male,36
female,38
female,38
male,45
male,39
female,45
male,50
female,47
male,40
female,26
male,35
female,38
male,49
female,30
male,37
female,45
female,45
male,37
male,37
male,35
male,35
male,38
female,65
male,37
male,36
male,39
female,38
female,35
male,37
male,47
male,69
male,36
male,36
male,58
male,56
female,45
male,56
female,35
female,59
male,38
male,48
male,57
male,46
female,38
male,45
female,35
female,17
male,58
male,47
male,46
female,55
male,40
male,37
male,35
male,47
male,47
male,27
female,37
male,45
male,35
male,35
male,38
female,39
male,48
male,38
male,40
male,46
male,40
male,46
male,55
male,38
male,39
female,29
male,38
male,46
female,29
female,48
male,50
female,67
male,46
male,36
male,37
female,37
male,29
male,56
male,27
male,46
male,57
female,39
male,40
female,60
male,36
male,38
female,37
female,38
female,48
male,45
male,38
male,39
male,39
female,36
male,37
male,29
female,39
male,50
male,48
male,68
male,39
female,30
male,30
male,47
male,48
male,49
male,35
male,36
male,35
female,25
male,47
female,46
male,27
male,36
female,60
male,57
male,57
male,46
female,48
female,36
male,55
male,45
male,28
male,59
male,38
male,39
male,60
male,50
male,68
male,49
female,58
female,40
male,37
male,49
male,30
male,49
male,39
male,39
female,40
male,39
female,26
male,50
male,35
female,59
male,49
male,58
male,38
male,45
male,39
male,27
male,45
male,76
male,45
male,47
female,37
male,30
male,50
female,39
male,40
male,57
male,65
male,57
male,36
male,48
male,35
male,19
male,45
male,39
male,35
male,39
male,37
male,30
female,35
male,58
male,35
male,46
male,47
male,40
male,45
male,37
male,35
male,47
male,38
male,47
male,28
male,66
female,20
male,48
male,65
male,28
male,40
male,47
female,29
female,55
male,37
male,35
male,38
male,47
male,46
male,39
male,25
male,27
female,20
female,29
male,56
male,29
male,55
male,26
male,38
female,30
female,25
male,55
male,49
male,38
male,57
female,27
female,36
female,28
male,20
male,29
male,25
male,29
female,47
male,36
male,38
male,69
male,55
male,18
female,39
female,25
male,39
male,70
male,36
male,36
male,36
female,56
male,35
female,20
male,19
male,45
male,29
male,55
male,47
male,60
male,36
male,29
male,35
female,49
male,47
male,26
male,25
female,20
female,19
female,39
male,30
female,30
male,39
male,50
male,40
female,35
male,38
male,29
male,36
female,35
male,67
male,40
female,39
male,75
female,26
male,29
male,25
male,59
male,67
female,45
female,40
male,47
male,69
male,29
female,58
male,38
female,26
male,40
male,45
male,30
male,30
female,39
female,36
male,48
male,35
male,46
male,78
male,37
male,38
male,38
male,45
female,50
female,40
male,30
male,26
male,25
male,87
female,36
male,26
male,25
male,35
female,36
male,70
male,27
male,36
female,36
male,47
female,49
female,26
male,47
male,50
male,40
male,65
male,35
female,47
male,67
male,26
male,98
male,20
male,38
male,19
male,35
male,89
female,25
male,25
male,46
male,37
male,70
male,36
female,35
male,40
female,56
female,36
male,46
female,26
male,37
male,35
female,45
female,48
male,30
male,48
male,35
male,25
male,58
male,25
male,45
male,30
female,27
male,39
male,20
male,50
male,39
male,40
male,28
female,28
male,37
female,39
male,39
female,106
female,28
male,45
male,29
male,37
female,30
female,67
male,79
female,30
male,37
male,45
male,59
male,38
female,36
male,26
female,45
male,47
male,48
male,38
male,49
male,37
male,25
male,49
male,47
male,38
male,49
male,48
male,28
female,28
female,36
male,55
female,36
male,26
female,89
male,28
male,39
female,30
male,36
male,38
male,40
male,46
male,50
male,27
male,59
female,29
female,35
male,35
male,36
male,30
male,37
female,37
male,36
male,27
male,35
female,26
male,28
male,25
male,38
male,35
male,35
male,37
male,107
male,28
female,28
male,39
male,26
male,107
female,20
male,38
male,49
male,37
male,38
male,70
female,20
male,26
male,49
male,39
female,40
female,26
male,36
male,49
female,28
female,26
male,30
male,30
female,97
female,35
male,30
male,28
male,40
male,56
male,38
male,58
female,30
female,37
male,28
male,48
female,29
female,49
female,27
male,38
female,46
male,30
male,48
male,35
male,30
male,35
male,47
male,37
male,37
male,60
male,38
male,109
male,68
female,28
male,45
female,30
female,60
male,47
male,38
male,45
female,27
male,57
male,37
male,36
male,38
female,27
female,40
male,35
male,30
female,37
female,38
male,26
male,28
female,37
male,37
female,36
female,27
female,35
male,46
male,45
male,25
male,68
male,40
male,37
female,110
male,27
male,30
male,45
male,46
male,37
male,45
male,35
female,30
male,68
female,39
male,55
male,27
female,37
female,36
male,60
male,48
female,39
male,47
male,35
male,56
male,39
male,47
male,50
female,35
male,30
male,38
male,36
male,111
male,30
male,26
female,27
male,45
female,27
female,35
male,55
male,29
male,37
male,49
female,67
female,36
female,29
male,56
female,25
female,38
male,58
female,35
male,40
male,30
male,37
male,40
female,35
male,26
male,37
male,36
male,29
female,45
male,45
male,39
female,28
male,30
female,56
male,59
female,87
male,39
male,36
male,36
male,77
male,37
male,38
female,59
male,28
female,30
male,36
female,28
female,50
male,35
female,25
male,56
male,38
male,36
male,28
female,35
male,50
male,37
male,35
male,55
female,28
male,30
male,29
male,37
female,35
female,36
female,45
male,17
female,45
male,38
female,35
male,38
female,49
male,46
female,56
female,36
male,27
male,50
male,46
male,45
female,37
female,39
male,36
male,45
male,39
female,38
male,39
male,36
female,39
male,38
female,25
male,46
female,36
male,28
female,36
female,26
male,36
male,39
male,26
female,29
male,46
male,39
female,36
female,36
male,38
male,37
male,60
female,37
male,57
male,35
male,30
male,48
male,35
male,39
male,35
male,35
male,60
male,36
male,47
male,40
male,59
male,47
female,49
female,38
male,37
male,57
male,39
male,40
male,47
male,47
male,35
male,30
male,65
female,36
male,30
female,47
male,36
female,46
female,37
male,50
male,70
male,40
female,38
male,49
male,36
male,57
male,59
female,40
male,37
male,57
female,26
male,36
male,39
female,39
male,29
male,45
female,38
male,40
female,28
male,59
female,28
female,45
male,35
male,36
male,37
male,26
male,47
male,46
male,66
male,50
male,60
female,59
male,35
female,39
male,30
female,37
male,45
male,48
female,35
female,37
male,48
male,36
female,38
male,35
female,35
male,36
male,40
male,45
female,38
male,37
male,36
female,27
female,30
female,36
female,35
male,37
male,57
female,35
male,45
male,46
female,37
female,29
male,37
male,49
male,36
male,35
female,55
female,35
male,95
female,45
female,29
male,35
male,95
male,37
female,35
male,49
male,36
male,36
female,28
male,46
male,38
female,35
male,38
male,46
female,36
female,37
female,28
male,48
female,36
female,39
male,97
male,37
female,37
female,38
female,30
female,45
male,48
male,47
female,37
male,16
female,39
male,40
male,50
female,38
male,37
male,49
male,47
male,59
male,46
male,39
male,55
male,45
female,28
male,47
male,48
male,40
male,49
female,47
male,37
male,68
male,45
male,37
female,39
female,37
female,57
female,36
male,36
male,48
male,45
male,56
female,38
female,40
male,48
female,37
male,60
male,45
male,48
male,39
male,35
male,37
male,36
male,49
female,37
male,56
female,37
male,37
male,36
male,35
male,76
female,55
male,47
female,39
male,36
male,28
male,30
female,59
male,77
male,35
male,50
male,35
male,36
male,37
male,55
male,45
male,37
female,50
male,65
female,56
female,49
male,40
male,38
male,36
male,45
male,50
male,37
male,35
male,46
female,37
male,49
male,49
male,35
female,60
male,46
male,78
male,35
male,65
male,37
male,45
female,38
female,58
male,37
male,45
male,25
male,36
male,35
female,45
male,37
male,25
female,35
male,36
male,47
male,35
male,30
male,59
male,30
male,48
male,37
male,30
male,30
male,36
male,56
female,35
male,27
male,50
male,28
female,97
male,26
female,40
male,37
male,58
female,30
female,30
male,29
male,46
male,69
male,55
male,36
male,38
male,29
male,40
male,27
male,35
male,39
male,38
male,66
female,36
male,46
male,38
male,39
male,40
male,40
male,46
male,50
female,39
male,45
male,39
male,45
male,47
female,35
male,67
male,26
male,49
female,38
male,76
female,47
female,26
female,30
female,50
male,37
male,56
female,47
male,27
male,38
male,70
male,39
male,56
male,46
male,35
female,39
female,38
female,25
male,39
male,49
male,65
female,36
male,57
female,18
female,47
male,55
female,40
male,50
female,67
male,50
female,38
male,60
male,47
male,27
male,65
male,35
male,37
male,49
male,36
female,28
female,76
male,40
male,49
male,36
female,59
male,11
male,39
male,50
male,37
male,107
male,29
male,40
male,45
male,40
female,47
male,40
male,45
male,39
female,37
female,37
male,76
female,56
male,36
female,40
female,38
male,46
male,50
male,76
female,46
male,46
male,49
female,40
male,49
male,20
male,35
male,28
male,26
female,25
male,17
female,36
male,25
male,37
male,36
male,38
male,25
female,20
male,55
male,26
female,20
female,40
male,47
female,47
male,49
female,47
female,36
male,27
female,36
female,49
male,60
male,38
male,37
male,25
female,19
female,19
male,37
male,19
male,50
male,37
male,49
female,38
female,29
male,36
male,75
male,27
male,46
male,25
male,36
female,35
male,35
male,58
male,27
female,28
male,49
male,50
male,26
male,75
female,39
male,55
male,37
male,35
male,19
female,26
male,26
male,59
male,45
male,35
male,55
female,30
male,47
male,40
female,36
female,36
male,40
male,30
male,29
male,49
male,77
male,35
female,29
male,96
female,38
male,37
female,50
female,46
female,27
female,39
male,49
male,25
male,36
male,26
male,45
male,30
female,28
male,26
male,38
male,36
male,46
male,46
male,48
male,36
male,45
female,39
female,39
female,40
male,50
male,35
female,39
male,45
female,38
male,18
male,25
male,25
male,27
female,37
male,80
male,46
male,58
female,57
male,58
male,30
male,36
female,37
female,27
female,19
male,36
male,37
male,76
female,35
male,39
female,37
male,38
male,36
male,50
male,39
male,37
male,38
female,29
female,35
female,30
female,29
male,20
female,25
male,38
male,28
male,45
female,30
male,30
male,38
male,40
male,40
female,46
female,55
male,38
male,36
male,29
female,30
male,25
male,26
male,29
female,28
male,55
male,30
female,37
male,50
male,39
male,26
male,40
male,25
female,47
female,30
male,25
male,45
male,48
male,28
female,29
male,40
male,35
male,45
male,39
female,47
male,76
male,27
male,46
female,49
female,16
male,47
male,37
male,38
male,38
male,46
male,50
male,48
male,56
male,38
male,39
male,39
male,40
female,59
male,39
female,28
male,27
male,49
male,47
male,47
male,98
female,36
male,48
male,36
male,26
male,96
male,37
female,28
male,40
male,77
male,26
male,35
male,35
female,50
male,55
male,30
male,39
male,37
male,39
female,38
female,18
male,47
male,28
male,38
male,39
male,26
male,56
male,46
female,37
female,20
male,39
male,45
male,29
female,36
female,36
male,49
male,58
male,49
female,39
male,45
female,89
female,35
female,26
female,40
female,35
female,38
male,40
male,38
male,35
male,47
male,38
male,49
male,80
male,35
female,36
male,25
male,40
male,45
female,48
female,35
male,55
male,28
male,36
female,19
male,25
male,45
male,18
male,29
male,26
male,46
female,29
male,39
male,27
male,60
male,39
male,36
male,55
male,38
female,28
male,29
female,57
female,30
male,46
male,46
male,35
female,30
female,48
male,26
male,107
male,36
male,39
male,37
female,85
female,106
male,29
male,35
male,26
male,39
male,37
male,30
male,50
male,40
male,37
male,68
female,49
female,107
male,66
female,39
female,28
male,50
female,76
male,35
female,26
male,37
male,38
male,46
male,29
female,29
male,48
female,29
female,28
male,37
male,36
male,48
male,39
male,60
male,40
female,36
male,36
male,46
male,39
female,28
male,50
male,40
female,79
male,30
female,48
male,27
male,47
female,29
male,27
male,45
male,40
male,28
male,49
female,29
male,38
male,59
male,28
female,48
female,68
female,40
male,39
female,30
male,37
male,108
male,48
male,36
male,59
female,36
male,36
female,37
male,57
male,37
female,28
male,46
male,35
female,27
male,29
male,36
male,55
male,50
male,39
male,36
female,47
male,38
male,29
male,30
female,26
male,49
male,35
male,37
male,27
male,40
female,38
male,36
male,79
female,37
male,38
male,47
female,35
male,40
male,69
male,67
male,65
male,37
male,29
male,38
female,29
male,35
female,30
female,39
male,48
female,56
male,39
male,55
male,57
male,35
male,28
male,110
female,47
male,40
male,38
male,30
male,50
female,59
male,38
male,35
female,48
female,37
male,46
female,40
male,40
female,50
female,49
male,46
male,49
female,39
female,78
male,38
male,108
female,28
female,48
male,60
female,35
male,37
male,59
male,78
male,25
female,30
male,45
female,28
male,39
male,40
male,45
male,45
male,38
female,26
female,38
male,66
male,48
male,39
male,37
female,67
male,37
male,38
male,47
male,57
male,79
male,48
male,45
male,38
male,27
male,30
female,27
male,25
male,36
male,40
female,29
female,30
male,37
female,49
male,55
male,46
male,39
male,29
male,37
male,79
male,40
female,29
male,65
male,29
male,40
female,26
male,29
female,37
male,35
female,66
female,38
female,25
male,49
female,48
female,59
male,46
female,45
male,37
male,79
female,30
male,37
male,25
male,38
male,25
male,36
male,47
male,39
female,35
male,35
female,47
female,40
male,38
male,26
male,39
female,36
female,55
male,65
male,29
male,58
female,27
male,59
female,27
male,45
female,39
male,40
male,65
male,50
female,36
male,55
male,39
male,46
female,39
male,36
male,50
male,35
male,27
female,60
male,37
male,59
male,36
male,37
male,45
male,46
female,35
female,30
male,29
male,56
male,36
male,47
male,30
male,36
male,55
female,35
male,56
female,30
male,25
female,29
male,50
male,76
male,65
male,49
female,37
male,30
female,26
female,35
male,29
male,46
female,27
male,27
male,55
male,35
male,35
female,28
male,59
female,67
female,39
male,28
female,50
male,28
male,59
female,39
male,39
female,30
male,59
male,50
male,57
male,25
male,37
female,45
female,57
male,47
male,46
male,48
male,40
male,36
female,68
male,37
female,29
female,38
male,67
male,40
male,35
female,35
female,27
female,26
male,39
male,29
female,29
male,50
female,27
female,55
male,40
female,46
female,47
female,50
male,30
male,40
female,29
male,57
male,49
male,40
male,66
male,35
female,35
male,48
male,58
male,46
female,35
male,55
male,37
female,30
male,30
female,35
female,35
female,25
male,28
male,68
male,40
male,69
male,59
male,36
female,35
male,55
male,70
male,35
female,59
male,58
male,30
male,39
male,48
female,45
female,56
male,50
male,37
male,45
female,37
male,86
male,80
male,37
male,50
male,36
female,36
male,36
male,37
male,57
male,35
male,38
female,45
female,36
male,77
female,68
male,30
male,78
male,59
male,37
male,36
male,48
female,37
female,37
female,29
male,55
male,36
female,30
female,46
female,65
male,40
male,55
male,38
female,35
female,26
male,90
female,55
female,35
male,56
male,45
male,35
male,37
female,40
male,38
male,55
male,37
male,40
male,27
female,38
male,35
male,66
male,78
female,29
male,36
female,70
female,39
male,45
male,59
female,28
male,35
female,49
male,49
female,59
male,37
female,37
female,66
male,27
male,56
female,25
male,69
male,28
male,35
female,37
female,40
female,57
female,77
female,36
female,47
male,40
female,37
male,39
female,46
male,36
female,30
male,48
male,39
female,35
male,36
female,40
female,30
female,27
female,35
female,69
male,37
male,65
female,37
male,27
male,55
male,50
female,50
male,45
male,35
male,46
female,46
male,38
male,49
female,49
male,39
male,50
male,68
male,40
male,27
male,68
male,48
male,40
female,37
female,48
male,67
male,66
female,50
female,27
male,35
male,37
male,37
female,45
male,50
male,29
male,45
female,39
male,65
male,50
female,35
female,49
male,45
male,36
female,28
male,46
female,46
male,37
female,46
male,55
male,35
male,40
male,38
female,30
male,35
male,40
male,45
male,49
male,36
female,35
female,36
female,75
female,39
male,38
male,50
male,48
male,47
male,39
male,30
female,28
male,49
male,49
female,40
male,35
female,36
female,30
male,48
female,50
male,36
female,37
male,95
male,25
female,29
female,37
female,50
male,37
male,37
male,38
female,28
male,36
female,39
female,37
female,37
male,27
female,39
male,35
female,56
female,37
male,35
male,28
female,50
female,39
female,36
male,40
male,78
male,40
female,28
male,30
male,29
female,38
female,38
female,47
male,35
male,66
female,29
male,47
female,36
male,37
male,45
female,46
female,60
male,40
female,38
male,39
male,40
female,35
male,36
male,70
male,37
male,65
male,39
male,39
male,47
male,50
male,50
female,35
male,47
male,47
female,38
female,40
female,35
male,47
female,68
male,30
female,50
male,37
male,65
male,47
female,35
female,39
male,40
male,48
female,27
male,50
male,40
female,45
female,40
male,35
female,30
female,37
male,45
male,45
female,38
male,36
male,40
female,28
female,48
female,37
female,29
male,46
male,79
male,95
female,26
female,39
male,48
female,45
female,50
male,85
male,40
female,37
female,30
female,29
male,45
female,46
female,40
female,39
male,38
male,39
male,47
female,30
male,37
male,45
female,45
female,78
female,36
female,28
female,38
male,40
male,49
male,45
male,36
female,49
male,46
male,39
male,29
female,55
male,38
female,49
female,40
male,28
male,37
female,46
male,28
male,79
male,29
male,45
male,30
female,48
female,45
female,48
male,50
female,28
male,50
male,58
male,57
female,36
male,45
female,37
male,45
male,58
male,55
male,38
female,36
female,46
female,38
female,29
male,37
male,48
female,39
female,37
female,38
female,36
male,96
female,35
female,40
male,57
male,40
male,38
male,30
male,50
female,35
male,65
male,39
male,97
male,68
male,65
female,38
female,35
male,29
male,78
male,37
male,47
male,39
male,40
female,38
male,38
female,37
male,46
male,39
female,39
male,47
male,38
male,30
male,47
female,38
female,39
female,39
female,36
male,65
male,36
male,37
female,36
male,48
male,65
male,59
male,37
female,49
female,38
male,35
male,49
female,37
male,37
male,38
male,40
male,50
male,39
female,47
female,49
female,37
female,37
female,35
female,38
male,38
female,36
male,49
male,35
male,40
female,36
female,38
male,48
male,49
female,56
male,86
male,60
male,48
male,36
male,49
male,48
male,55
male,48
male,57
female,37
male,48
male,37
male,69
male,40
male,97
male,37
female,38
male,38
male,40
female,36
male,40
male,40
male,47
male,46
female,30
male,40
female,37
male,48
male,40
female,35
male,20
male,28
female,36
female,39
male,56
male,13
male,35
female,27
male,37
male,66
female,39
male,37
male,29
male,35
female,55
male,38
female,36
male,49
female,60
male,36
male,35
male,37
female,39
female,36
male,49
male,55
male,70
male,36
female,35
male,36
male,26
female,49
female,48
male,49
male,49
male,29
male,55
male,58
male,66
male,59
male,45
male,37
male,50
female,38
male,50
male,47
male,50
female,65
male,49
male,29
male,49
female,48
male,29
male,50
male,56
male,48
male,70
male,27
male,55
male,38
male,46
male,35
female,28
male,47
male,48
male,66
male,37
male,47
male,40
female,37
male,36
male,28
male,45
male,49
female,38
female,47
male,50
male,45
male,50
male,45
male,46
male,26
female,29
male,30
female,40
male,76
male,38
male,38
female,35
male,59
male,45
male,50
male,55
female,35
male,35
male,47
male,39
male,40
male,36
male,45
male,35
male,46
male,49
male,68
male,45
male,37
male,47
female,45
female,30
male,47
male,38
male,55
male,25
female,50
male,59
male,35
male,40
male,48
male,40
female,29
male,45
male,40
male,20
male,49
male,37
male,18
female,38
male,45
male,56
male,35
male,38
female,35
male,36
male,49
male,50
male,45
male,47
male,40
male,25
male,48
male,50
male,38
male,107
male,49
female,36
male,38
male,30
male,30
male,59
male,36
male,37
male,55
male,30
female,48
male,38
male,57
male,30
female,27
male,60
female,37
male,45
male,77
female,47
male,49
male,67
female,30
male,38
male,55
male,70
male,50
male,66
male,40
male,47
female,38
female,39
male,25
male,56
male,36
male,59
male,50
male,45
female,29
male,28
female,28
male,35
female,47
female,38
male,60
female,38
female,55
male,65
male,45
male,69
male,27
female,27
male,45
male,49
male,50
female,38
male,70
female,35
male,56
male,47
female,36
male,76
male,35
male,29
male,39
male,35
male,37
male,46
male,55
male,39
male,48
male,58
male,40
male,67
male,47
male,38
male,47
male,67
female,60
male,40
male,48
male,30
male,48
male,37
male,29
female,35
female,40
male,58
female,28
female,38
male,36
male,38
male,29
male,39
male,40
female,37
female,50
female,30
male,55
male,60
female,46
male,30
female,26
male,37
female,58
male,59
female,40
male,35
male,38
female,38
male,47
female,40
male,46
female,56
female,55
male,35
male,50
male,40
male,20
male,39
male,37
female,30
female,40
male,75
female,27
male,36
male,47
male,36
male,36
female,30
male,38
male,28
male,39
male,38
male,48
male,65
male,35
male,39
male,36
male,56
male,27
male,50
male,65
male,37
male,26
female,45
female,18
female,25
female,18
male,37
male,50
male,45
male,29
male,40
male,40
male,46
male,37
male,25
female,20
male,35
female,36
male,30
male,45
male,35
male,47
male,29
female,36
male,50
female,28
male,47
female,55
female,38
male,40
male,55
male,57
female,28
female,49
male,45
female,25
female,25
male,69
male,49
male,58
male,36
male,20
male,45
female,29
male,20
male,75
male,39
female,69
female,29
female,29
female,29
male,39
female,25
female,75
male,39
male,37
male,69
male,30
male,38
female,36
male,47
male,27
female,27
male,20
female,57
male,45
female,38
female,39
male,60
female,29
female,27
male,37
male,56
male,38
male,49
male,49
female,46
male,69
female,38
female,39
male,37
female,35
male,25
female,35
male,25
female,39
male,49
male,39
male,25
female,29
female,20
female,30
male,38
male,30
male,68
male,26
female,36
male,48
female,28
female,39
female,50
male,36
male,20
female,66
female,66
male,40
male,28
female,27
female,35
male,25
male,30
male,40
male,65
male,38
male,60
male,56
female,19
male,36
female,75
male,37
male,40
male,67
female,47
male,70
male,35
female,38
male,36
male,36
male,39
male,17
male,28
male,45
female,19
male,59
male,39
female,40
male,50
female,36
female,26
female,40
male,47
male,55
female,40
male,66
male,25
female,46
male,38
male,55
male,36
male,57
male,29
male,39
male,55
male,45
male,46
female,37
male,38
male,38
female,39
male,36
male,37
male,39
male,37
female,36
male,39
male,50
male,35
male,40
male,35
male,40
female,37
female,26
male,18
male,40
male,29
male,100
male,25
male,36
male,25
female,27
female,39
male,25
male,50
female,35
male,28
female,55
male,50
male,29
male,68
female,47
male,35
male,36
female,25
female,59
male,35
male,60
female,66
male,20
male,55
male,38
male,29
male,30
female,78
male,36
male,67
male,29
male,57
female,25
male,30
female,45
male,45
male,37
male,35
male,76
female,37
male,37
male,29
male,39
male,25
male,77
female,29
female,36
male,55
male,45
male,39
male,35
male,20
male,25
male,39
male,79
female,20
male,37
male,40
male,28
female,27
male,55
male,35
female,35
male,49
female,39
male,47
male,35
male,78
male,40
male,48
male,35
male,29
male,57
male,40
male,70
male,29
male,35
male,38
male,37
male,40
female,29
male,28
male,56
female,29
male,45
male,35
male,37
female,36
male,35
male,39
male,30
male,26
female,37
male,30
male,36
male,37
male,27
male,46
male,29
female,36
male,46
male,28
male,70
male,48
male,55
male,38
male,39
male,68
male,36
male,38
female,39
female,67
male,55
male,35
female,45
male,47
male,25
male,49
male,50
male,58
male,16
male,75
female,26
male,95
male,46
male,56
male,69
male,37
female,36
male,38
male,58
male,45
male,55
male,30
male,65
male,26
male,28
female,45
male,37
male,58
male,49
male,49
male,40
male,55
female,25
male,49
male,49
male,27
male,87
male,40
male,48
male,56
male,59
male,40
male,49
male,35
male,45
male,46
male,37
male,38
male,25
male,25
male,46
male,36
male,48
female,30
male,58
male,37
male,35
male,56
male,29
male,26
male,45
female,89
male,38
male,35
male,46
female,78
female,19
male,35
male,40
male,37
male,56
male,56
male,29
male,30
male,46
male,30
male,46
male,38
male,38
male,38
female,55
female,105
male,25
male,59
male,56
male,47
male,29
male,26
male,37
female,49
male,40
female,38
male,28
female,36
male,60
male,37
male,30
male,35
female,68
male,38
male,26
male,55
male,35
male,107
male,65
male,50
male,45
male,66
female,48
male,50
female,35
male,39
male,40
female,37
male,38
female,48
male,49
female,38
female,69
male,39
female,48
male,39
male,49
male,60
male,79
female,46
male,25
male,37
female,36
female,18
male,19
female,18
male,18
male,19
male,18
male,18
female,18
male,29
female,17
female,18
female,29
male,18
male,18
female,19
male,29
female,45
male,35
male,25
male,36
male,40
male,38
male,27
female,36
male,56
male,58
male,40
male,30
female,58
female,28
male,35
male,45
male,36
male,36
female,45
male,27
male,48
male,37
male,45
male,36
female,39
female,26
male,37
female,39
male,28
male,40
male,36
male,47
male,39
male,29
male,38
male,55
male,40
male,30
female,27
male,68
male,86
male,28
male,36
male,39
female,45
female,26
female,29
female,26
male,28
male,39
female,35
female,46
male,25
male,28
male,36
male,30
female,30
male,35
male,48
male,36
male,40
male,39
male,38
female,27
female,108
male,37
female,26
female,28
male,37
male,57
male,29
male,40
male,38
male,38
female,25
female,45
male,38
male,39
male,26
male,48
male,37
male,40
male,25
male,67
male,75
male,47
male,28
female,30
male,68
female,45
male,49
male,108
male,29
male,35
female,28
male,35
male,36
male,25
male,49
male,35
female,100
male,46
male,48
female,29
male,35
male,35
male,37
male,30
male,40
female,40
male,40
female,36
male,48
male,26
male,47
male,36
male,55
male,49
male,27
male,26
male,35
female,39
male,25
female,27
female,47
female,40
female,26
male,25
male,37
male,28
male,36
male,40
female,37
male,35
male,78
male,27
female,35
male,45
female,38
male,40
male,29
male,30
female,29
male,79
male,46
female,26
male,37
male,47
male,49
male,25
male,29
male,30
female,37
male,55
male,35
male,105
female,47
male,58
male,25
female,37
male,27
male,38
male,47
male,39
female,37
male,27
male,40
male,56
female,47
male,78
male,56
